Drug URL,Drug Class
https:$$www.drugs.com$mtm$emtricitabine.html,Nucleoside reverse transcriptase inhibitors (NRTIs)
https:$$www.drugs.com$pro$menopur.html,Gonadotropins
https:$$www.drugs.com$pro$breztri.html,Bronchodilator combinations
https:$$www.drugs.com$cons$microcort.html,Topical steroids
https:$$www.drugs.com$mtm$tarsum.html,Miscellaneous topical agents
https:$$www.drugs.com$lytgobi.html,Multikinase inhibitors
https:$$www.drugs.com$pro$dinoprostone.html,Uterotonic agents
https:$$www.drugs.com$sudafed.html,Decongestants
https:$$www.drugs.com$mtm$bioflavonoids.html,Vitamins
https:$$www.drugs.com$mtm$zemdri.html,Aminoglycosides
https:$$www.drugs.com$pro$isosulfan-blue-injection.html,Lymphatic staining agents
https:$$www.drugs.com$mtm$gold-bond-medicated-maximum-strength-foot.html,Topical rubefacient
https:$$www.drugs.com$mtm$phospholine-iodide.html,Ophthalmic glaucoma agents
https:$$www.drugs.com$pro$cefuroxime-dextrose.html,Second generation cephalosporins
https:$$www.drugs.com$viokace.html,Digestive enzymes
https:$$www.drugs.com$duzallo.html,Antihyperuricemic agents
https:$$www.drugs.com$pro$mycolog-ii.html,Topical steroids with anti-infectives
https:$$www.drugs.com$mtm$gadobutrol.html,Magnetic resonance imaging contrast media
https:$$www.drugs.com$mtm$carglumic-acid.html,Miscellaneous uncategorized agents
https:$$www.drugs.com$pro$topex-gel.html,Topical anesthetics
https:$$www.drugs.com$pro$indigo-carmine.html,Miscellaneous diagnostic dyes
https:$$www.drugs.com$mtm$byfavo.html,Benzodiazepines
https:$$www.drugs.com$mtm$etravirine.html,NNRTIs
https:$$www.drugs.com$creon.html,Digestive enzymes
https:$$www.drugs.com$cons$maxipime.html,Fourth generation cephalosporins
https:$$www.drugs.com$mtm$blephamide-s-o-p-ophthalmic.html,Ophthalmic steroids with anti-infectives
https:$$www.drugs.com$mtm$hycamtin-oral-injection.html,Miscellaneous antineoplastics
https:$$www.drugs.com$cons$septra-ds.html,Sulfonamides
https:$$www.drugs.com$pro$terconazole-vaginal-cream-0-8.html,Vaginal anti-infectives
https:$$www.drugs.com$mtm$mycophenolate-mofetil-oral-injection.html,Selective immunosuppressants
https:$$www.drugs.com$actos.html,Thiazolidinediones
https:$$www.drugs.com$mtm$imodium-a-d-new-formula.html,Antidiarrheals
https:$$www.drugs.com$mtm$naratriptan.html,Antimigraine agents
https:$$www.drugs.com$mtm$duraclon-injection.html,"Antiadrenergic agents, centrally acting"
https:$$www.drugs.com$cons$mandelay.html,Topical anesthetics
https:$$www.drugs.com$mtm$albenza.html,Anthelmintics
https:$$www.drugs.com$pro$lidozion-lotion.html,Topical anesthetics
https:$$www.drugs.com$cons$nyaderm-vaginal-cream.html,Topical antifungals
https:$$www.drugs.com$cons$phenazo-95.html,Miscellaneous genitourinary tract agents
https:$$www.drugs.com$mtm$cutaquig-subcutaneous.html,Immune globulins
https:$$www.drugs.com$taxol.html,Mitotic inhibitors
https:$$www.drugs.com$mtm$chloraprep-one-step.html,Antiseptic and germicides
https:$$www.drugs.com$zyprexa.html,Atypical antipsychotics
https:$$www.drugs.com$mtm$guanfacine.html,"Antiadrenergic agents, centrally acting"
https:$$www.drugs.com$pro$lorcet-plus.html,Narcotic analgesic combinations
https:$$www.drugs.com$pro$regonol.html,Cholinergic muscle stimulants
https:$$www.drugs.com$pro$anodyne-lpt.html,Topical anesthetics
https:$$www.drugs.com$mtm$poly-vitamin-with-fluoride.html,Vitamin and mineral combinations
https:$$www.drugs.com$mtm$pitolisant.html,CNS stimulants
https:$$www.drugs.com$pro$flurbiprofen-ophthalmic-solution.html,Ophthalmic anti-inflammatory agents
https:$$www.drugs.com$pro$neomycin-polymyxin-b-gramicidin.html,Ophthalmic anti-infectives
https:$$www.drugs.com$pro$apomorphine-injection.html,Dopaminergic antiparkinsonism agents
https:$$www.drugs.com$mtm$robitussin-peak-cold-nighttime-cold-flu.html,Upper respiratory combinations
https:$$www.drugs.com$lyvispah.html,Skeletal muscle relaxants
https:$$www.drugs.com$pro$vitramyn.html,Vitamin and mineral combinations
https:$$www.drugs.com$mtm$absorbine-athletes-foot.html,Topical antifungals
https:$$www.drugs.com$pro$calcitriol-capsules.html,Vitamins
https:$$www.drugs.com$cons$fluonide-mild-cream.html,Topical steroids
https:$$www.drugs.com$mtm$vanos.html,Topical steroids
https:$$www.drugs.com$mtm$mexiletine.html,Group I antiarrhythmics
https:$$www.drugs.com$sonata.html,"Miscellaneous anxiolytics, sedatives and hypnotics"
https:$$www.drugs.com$mtm$restasis-multidose.html,Ophthalmic anti-inflammatory agents
https:$$www.drugs.com$zetia.html,Cholesterol absorption inhibitors
https:$$www.drugs.com$cons$rhinocort.html,Nasal steroids
https:$$www.drugs.com$mtm$mipomersen.html,Miscellaneous antihyperlipidemic agents
https:$$www.drugs.com$pro$lidocaine-cream.html,Topical anesthetics
https:$$www.drugs.com$nevanac.html,Ophthalmic anti-inflammatory agents
https:$$www.drugs.com$pro$trihexyphenidyl-oral-solution.html,Anticholinergic antiparkinson agents
https:$$www.drugs.com$cons$apo-amphetamine-xr-5mg-tablet.html,CNS stimulants
https:$$www.drugs.com$pro$desonide-cream.html,Topical steroids
https:$$www.drugs.com$pro$pentetate-calcium-trisodium.html,Antidotes
https:$$www.drugs.com$cons$monte-g-hc.html,Upper respiratory combinations
https:$$www.drugs.com$cons$novaplus-irinotecan-hydrochloride.html,Miscellaneous antineoplastics
https:$$www.drugs.com$pro$galantamine-capsules.html,Cholinesterase inhibitors
https:$$www.drugs.com$mtm$factive.html,Quinolones
https:$$www.drugs.com$tetracycline.html,Tetracyclines
https:$$www.drugs.com$tukysa.html,HER2 inhibitors
https:$$www.drugs.com$cons$lymphazurin-1.html,Lymphatic staining agents
https:$$www.drugs.com$mtm$bamlanivimab.html,Miscellaneous antivirals
https:$$www.drugs.com$pro$pred-g-ophthalmic-ointment.html,Ophthalmic steroids with anti-infectives
https:$$www.drugs.com$pro$tacrolimus-ointment.html,Miscellaneous topical agents
https:$$www.drugs.com$amitriptyline.html,Tricyclic antidepressants
https:$$www.drugs.com$cons$herzuma-intravenous.html,HER2 inhibitors
https:$$www.drugs.com$pro$voxzogo-injection.html,Miscellaneous hormones
https:$$www.drugs.com$pro$dicyclomine-capsules.html,Anticholinergics / antispasmodics
https:$$www.drugs.com$mtm$viramune-xr.html,NNRTIs
https:$$www.drugs.com$cons$bayrab.html,Immune globulins
https:$$www.drugs.com$rozlytrek.html,Multikinase inhibitors
https:$$www.drugs.com$pro$sarafem-tablets.html,Selective serotonin reuptake inhibitors
https:$$www.drugs.com$cons$carac-topical.html,Topical antineoplastics
https:$$www.drugs.com$rozerem.html,"Miscellaneous anxiolytics, sedatives and hypnotics"
https:$$www.drugs.com$pro$luliconazole.html,Topical antifungals
https:$$www.drugs.com$cons$antivenin.html,Antitoxins and antivenins
https:$$www.drugs.com$mtm$aztreonam-inhalation.html,Miscellaneous antibiotics
https:$$www.drugs.com$pro$esomeprazole-capsules.html,Proton pump inhibitors
https:$$www.drugs.com$mtm$chlorpheniramine-methscopolamine-and-phenylephrine.html,Upper respiratory combinations
https:$$www.drugs.com$pro$prevnar.html,Bacterial vaccines
https:$$www.drugs.com$mtm$fe-c.html,Vitamin and mineral combinations
https:$$www.drugs.com$mtm$senna-s.html,Laxatives
https:$$www.drugs.com$edluar.html,"Miscellaneous anxiolytics, sedatives and hypnotics"
https:$$www.drugs.com$mtm$medi-quik-spray.html,Topical anesthetics
https:$$www.drugs.com$mtm$elosulfase-alfa.html,Lysosomal enzymes
https:$$www.drugs.com$oxycontin.html,Opioids (narcotic analgesics)
https:$$www.drugs.com$pro$fortesta-gel.html,Androgens and anabolic steroids
https:$$www.drugs.com$mtm$rhuli-gel.html,Topical rubefacient
https:$$www.drugs.com$famotidine.html,H2 antagonists
https:$$www.drugs.com$pro$fluphenazine-oral-solution.html,Phenothiazine antipsychotics
https:$$www.drugs.com$pro$diovan-tablets.html,Angiotensin receptor blockers
https:$$www.drugs.com$mtm$theraflu-warming-severe-cold-daytime.html,Upper respiratory combinations
https:$$www.drugs.com$mtm$cytogam-injection.html,Immune globulins
https:$$www.drugs.com$mtm$simliya.html,Contraceptives
https:$$www.drugs.com$pro$lamisil-at-for-women.html,Topical antifungals
https:$$www.drugs.com$bavencio.html,Anti-PD-1 monoclonal antibodies
https:$$www.drugs.com$cons$pedvaxhib.html,Bacterial vaccines
https:$$www.drugs.com$mtm$leukeran.html,Alkylating agents
https:$$www.drugs.com$spravato.html,Miscellaneous antidepressants
https:$$www.drugs.com$mtm$double-antibiotic.html,Topical antibiotics
https:$$www.drugs.com$mtm$zovia-1-50.html,Contraceptives
https:$$www.drugs.com$mtm$thermotabs.html,Minerals and electrolytes
https:$$www.drugs.com$mtm$coricidin-hbp-maximum-strength-flu.html,Upper respiratory combinations
https:$$www.drugs.com$mtm$medi-pad.html,Anorectal preparations
https:$$www.drugs.com$tekamlo.html,Miscellaneous antihypertensive combinations
https:$$www.drugs.com$pro$buprenorphine-and-naloxone-sublingual-tablets.html,Narcotic analgesic combinations
https:$$www.drugs.com$mtm$carac.html,Topical antineoplastics
https:$$www.drugs.com$travatan_z.html,Ophthalmic glaucoma agents
https:$$www.drugs.com$ortho_cyclen.html,Contraceptives
https:$$www.drugs.com$pro$tafluprost-eye-drops.html,Ophthalmic glaucoma agents
https:$$www.drugs.com$obinutuzumab.html,CD20 monoclonal antibodies
https:$$www.drugs.com$mtm$sirolimus-protein-bound.html,MTOR inhibitors
https:$$www.drugs.com$mtm$aquatab-d.html,Upper respiratory combinations
https:$$www.drugs.com$pro$cycloserine-capsules.html,Streptomyces derivatives
https:$$www.drugs.com$mtm$afluria-pf-pediatric-quadrivalent-2021-2022-injection.html,Viral vaccines
https:$$www.drugs.com$combunox.html,Narcotic analgesic combinations
https:$$www.drugs.com$mtm$patisiran.html,Miscellaneous metabolic agents
https:$$www.drugs.com$pro$pataday-twice-daily-relief.html,Ophthalmic antihistamines and decongestants
https:$$www.drugs.com$mtm$covid-19-coronavirus-2019-12y-bivalent-booster-vaccine-pfizer.html,Viral vaccines
https:$$www.drugs.com$mtm$santyl.html,Topical debriding agents
https:$$www.drugs.com$mtm$amikin.html,Aminoglycosides
https:$$www.drugs.com$ilumya.html,Interleukin inhibitors
https:$$www.drugs.com$mtm$anusol-hc-cream-suppository.html,Topical steroids
https:$$www.drugs.com$cons$adacel-intramuscular.html,Vaccine combinations
https:$$www.drugs.com$buprenex.html,Opioids (narcotic analgesics)
https:$$www.drugs.com$mtm$loxapine.html,Miscellaneous antipsychotic agents
https:$$www.drugs.com$mtm$glecaprevir-and-pibrentasvir.html,Antiviral combinations
https:$$www.drugs.com$mtm$cetirizine-and-pseudoephedrine.html,Upper respiratory combinations
https:$$www.drugs.com$mtm$prabotulinumtoxina.html,Skeletal muscle relaxants
https:$$www.drugs.com$cons$sodium-diuril.html,Thiazide diuretics
https:$$www.drugs.com$mtm$amoxicillin-clarithromycin-and-lansoprazole.html,H. pylori eradication agents
https:$$www.drugs.com$cons$zonatuss.html,Antitussives
https:$$www.drugs.com$cons$introvale.html,Contraceptives
https:$$www.drugs.com$cons$trac-tabs.html,Urinary antispasmodics
https:$$www.drugs.com$xenpozyme.html,Lysosomal enzymes
https:$$www.drugs.com$cons$cleocin-vaginal.html,Vaginal anti-infectives
https:$$www.drugs.com$mtm$mycostatin-topical.html,Topical antifungals
https:$$www.drugs.com$cons$robinul-forte.html,Anticholinergics / antispasmodics
https:$$www.drugs.com$pro$ciprofloxacin-extended-release-tablets.html,Quinolones
https:$$www.drugs.com$mtm$treprostinil-inhalation.html,Agents for pulmonary hypertension
https:$$www.drugs.com$mtm$podophyllum-resin-topical.html,Topical keratolytics
https:$$www.drugs.com$mtm$navelbine.html,Mitotic inhibitors
https:$$www.drugs.com$cons$synamol.html,Topical steroids
https:$$www.drugs.com$mtm$inebilizumab.html,Selective immunosuppressants
https:$$www.drugs.com$cons$novo-betamet.html,Topical steroids
https:$$www.drugs.com$cons$clinimix.html,Intravenous nutritional products
https:$$www.drugs.com$mtm$butenafine-topical.html,Topical antifungals
https:$$www.drugs.com$mtm$diphtheria-tetanus-toxoids-pediatric-dt.html,Vaccine combinations
https:$$www.drugs.com$mtm$clonidine-transdermal.html,"Antiadrenergic agents, centrally acting"
https:$$www.drugs.com$pro$levofloxacin-injection-concentrate.html,Quinolones
https:$$www.drugs.com$lexiscan.html,Cardiac stressing agents
https:$$www.drugs.com$omnaris.html,Nasal steroids
https:$$www.drugs.com$mtm$citrucel.html,Laxatives
https:$$www.drugs.com$pro$aklief-cream.html,Topical acne agents
https:$$www.drugs.com$breyanzi.html,Miscellaneous antineoplastics
https:$$www.drugs.com$mtm$abelcet.html,Polyenes
https:$$www.drugs.com$zykadia.html,Multikinase inhibitors
https:$$www.drugs.com$cons$vasoclear.html,Ophthalmic antihistamines and decongestants
https:$$www.drugs.com$mtm$triaminic-multi-symptom-fever.html,Upper respiratory combinations
https:$$www.drugs.com$pro$cutivate-lotion.html,Topical steroids
https:$$www.drugs.com$mtm$hemorrhoidal-rectal.html,Anorectal preparations
https:$$www.drugs.com$mtm$amphotericin-b-liposomal.html,Polyenes
https:$$www.drugs.com$triamterene.html,Potassium-sparing diuretics
https:$$www.drugs.com$mtm$stalevo-125.html,Dopaminergic antiparkinsonism agents
https:$$www.drugs.com$mtm$conex.html,Upper respiratory combinations
https:$$www.drugs.com$cons$moxilin.html,Aminopenicillins
https:$$www.drugs.com$mtm$sumatriptan-injection.html,Antimigraine agents
https:$$www.drugs.com$invega-hafyera.html,Atypical antipsychotics
https:$$www.drugs.com$empaveli.html,Selective immunosuppressants
https:$$www.drugs.com$cons$forane.html,General anesthetics
https:$$www.drugs.com$pro$adapalene-and-benzoyl-peroxide-gel.html,Topical acne agents
https:$$www.drugs.com$trikafta.html,CFTR combinations
https:$$www.drugs.com$mtm$soothe-xp.html,Ophthalmic lubricants and irrigations
https:$$www.drugs.com$pro$levaquin-oral-solution.html,Quinolones
https:$$www.drugs.com$cons$stieva-a-solution-topical.html,Topical acne agents
https:$$www.drugs.com$mtm$balsalazide.html,5-aminosalicylates
https:$$www.drugs.com$mtm$eluxadoline.html,Peripheral opioid receptor mixed agonists / antagonists
https:$$www.drugs.com$mtm$optive.html,Ophthalmic lubricants and irrigations
https:$$www.drugs.com$mtm$melphalan-oral-injection.html,Alkylating agents
https:$$www.drugs.com$mtm$amlodipine-and-benazepril.html,ACE inhibitors with calcium channel blocking agents
https:$$www.drugs.com$mtm$alteplase.html,Thrombolytics
https:$$www.drugs.com$pro$clindamycin-phosphate-and-benzoyl-peroxide.html,Topical acne agents
https:$$www.drugs.com$mtm$medi-quik-topical.html,Topical antibiotics
https:$$www.drugs.com$pro$lidopure-patch.html,Topical anesthetics
https:$$www.drugs.com$cons$feverall.html,Miscellaneous analgesics
https:$$www.drugs.com$mtm$ethinyl-estradiol-and-norelgestromin-transdermal.html,Contraceptives
https:$$www.drugs.com$pro$ellzia-pak.html,Topical steroids with anti-infectives
https:$$www.drugs.com$cons$cenestin-oral.html,Estrogens
https:$$www.drugs.com$pro$diprolene-af.html,Topical steroids
https:$$www.drugs.com$cons$innohep.html,Heparins
https:$$www.drugs.com$mtm$vericiguat.html,Vasodilators
https:$$www.drugs.com$cons$clariscan.html,Magnetic resonance imaging contrast media
https:$$www.drugs.com$cons$gengraf-oral.html,Calcineurin inhibitors
https:$$www.drugs.com$mtm$moderna-covid-19-6m-5y-bivalent-booster-vaccine-pf.html,Viral vaccines
https:$$www.drugs.com$mtm$tacrolimus-oral-and-injection.html,Calcineurin inhibitors
https:$$www.drugs.com$cons$ocu-tropic.html,Mydriatics
https:$$www.drugs.com$mtm$retrovir-oral-injection.html,Nucleoside reverse transcriptase inhibitors (NRTIs)
https:$$www.drugs.com$mtm$hydrochlorothiazide-and-triamterene.html,Potassium sparing diuretics with thiazides
https:$$www.drugs.com$pantoprazole.html,Proton pump inhibitors
https:$$www.drugs.com$cons$basic-care-acetaminophen-arthritis-pain.html,Miscellaneous analgesics
https:$$www.drugs.com$pro$nitisinone-capsules.html,Miscellaneous metabolic agents
https:$$www.drugs.com$rybelsus.html,Incretin mimetics
https:$$www.drugs.com$cons$aquafresh.html,Mouth and throat products
https:$$www.drugs.com$flextra.html,Analgesic combinations
https:$$www.drugs.com$mtm$deferasirox.html,Chelating agents
https:$$www.drugs.com$mtm$artiss-duo-set.html,Miscellaneous coagulation modifiers
https:$$www.drugs.com$mtm$atovaquone-and-proguanil.html,Antimalarial combinations
https:$$www.drugs.com$pro$qudexy-xr-capsules.html,Carbonic anhydrase inhibitor anticonvulsants
https:$$www.drugs.com$pro$voquezna-pak.html,H. pylori eradication agents
https:$$www.drugs.com$cons$antispasmodic.html,Anticholinergics / antispasmodics
https:$$www.drugs.com$pro$folditam.html,Vitamin and mineral combinations
https:$$www.drugs.com$mtm$tretinoin.html,Miscellaneous antineoplastics
https:$$www.drugs.com$mtm$loxitane.html,Miscellaneous antipsychotic agents
https:$$www.drugs.com$pro$furosemide-tablets.html,Loop diuretics
https:$$www.drugs.com$mtm$refresh-endura.html,Ophthalmic lubricants and irrigations
https:$$www.drugs.com$mtm$athlete-s-foot-cream.html,Topical antifungals
https:$$www.drugs.com$pro$aripiprazole-tablets.html,Atypical antipsychotics
https:$$www.drugs.com$tylenol.html,Miscellaneous analgesics
https:$$www.drugs.com$pegfilgrastim.html,Colony stimulating factors
https:$$www.drugs.com$cons$ambien-oral.html,"Miscellaneous anxiolytics, sedatives and hypnotics"
https:$$www.drugs.com$mtm$monoject-prefill-advanced-flush.html,Heparins
https:$$www.drugs.com$mtm$cathflo-activase.html,Thrombolytics
https:$$www.drugs.com$klisyri.html,Topical antineoplastics
https:$$www.drugs.com$cons$tranxene-sd.html,Benzodiazepines
https:$$www.drugs.com$mtm$benzoyl-peroxide-topical.html,Topical acne agents
https:$$www.drugs.com$mtm$selenium.html,Minerals and electrolytes
https:$$www.drugs.com$pro$neo-synalar-cream.html,Topical steroids with anti-infectives
https:$$www.drugs.com$pro$dihydroergotamine-nasal-spray.html,Antimigraine agents
https:$$www.drugs.com$mtm$mag-tab-sr.html,Minerals and electrolytes
https:$$www.drugs.com$pro$up-and-up-children-s-ibuprofen-oral-suspension.html,Nonsteroidal anti-inflammatory drugs
https:$$www.drugs.com$mtm$rucaparib.html,PARP inhibitors
https:$$www.drugs.com$pro$sleep-aid-tablets.html,"Miscellaneous anxiolytics, sedatives and hypnotics"
https:$$www.drugs.com$liptruzet.html,Antihyperlipidemic combinations
https:$$www.drugs.com$pro$potassium-phosphates.html,Minerals and electrolytes
https:$$www.drugs.com$relistor.html,Peripheral opioid receptor antagonists
https:$$www.drugs.com$pro$amytal-sodium.html,Barbiturates
https:$$www.drugs.com$cons$kericort-10.html,Topical steroids
https:$$www.drugs.com$mtm$edetate-calcium-disodium.html,Antidotes
https:$$www.drugs.com$mtm$bicillin-c-r-900-300.html,Natural penicillins
https:$$www.drugs.com$cons$ibu-6.html,Nonsteroidal anti-inflammatory drugs
https:$$www.drugs.com$mtm$scot-tussin.html,Expectorants
https:$$www.drugs.com$mtm$allantoin-camphor-and-phenol-topical.html,Miscellaneous topical agents
https:$$www.drugs.com$cons$elixsure-congestion-children-s.html,Decongestants
https:$$www.drugs.com$rhofade.html,Topical anti-rosacea agents
https:$$www.drugs.com$pro$leucovorin-tablets.html,Antidotes
https:$$www.drugs.com$mtm$busulfan-oral-injection.html,Alkylating agents
https:$$www.drugs.com$mtm$children-s-delsym-cough-plus-sore-throat.html,Upper respiratory combinations
https:$$www.drugs.com$pro$bacitracin.html,Ophthalmic anti-infectives
https:$$www.drugs.com$mtm$broncotron-d.html,Upper respiratory combinations
https:$$www.drugs.com$mtm$phillips-colon-health.html,Probiotics
https:$$www.drugs.com$cons$flovent-rotadisk.html,Inhaled corticosteroids
https:$$www.drugs.com$mtm$dextromethorphan-guaifenesin-and-phenylephrine.html,Upper respiratory combinations
https:$$www.drugs.com$pro$ethmozine.html,Group I antiarrhythmics
https:$$www.drugs.com$pro$bendamustine-injection.html,Alkylating agents
https:$$www.drugs.com$cons$tarocort.html,Topical steroids
https:$$www.drugs.com$mtm$pred-mild-ophthalmic.html,Ophthalmic steroids
https:$$www.drugs.com$cons$children-s-motrin-berry-flavor.html,Nonsteroidal anti-inflammatory drugs
https:$$www.drugs.com$mtm$duraganidin-nr.html,Upper respiratory combinations
https:$$www.drugs.com$cons$ventolin-nebules-p-f.html,Adrenergic bronchodilators
https:$$www.drugs.com$mtm$mafenide-topical.html,Topical antibiotics
https:$$www.drugs.com$mtm$calcium-disodium-versenate.html,Antidotes
https:$$www.drugs.com$cons$apo-pen-vk.html,Natural penicillins
https:$$www.drugs.com$mtm$lactaid.html,Digestive enzymes
https:$$www.drugs.com$mtm$moban.html,Miscellaneous antipsychotic agents
https:$$www.drugs.com$pro$juulissa.html,Topical steroids
https:$$www.drugs.com$mtm$alka-seltzer-morning-relief.html,Analgesic combinations
https:$$www.drugs.com$mtm$first-baclofen.html,Skeletal muscle relaxants
https:$$www.drugs.com$mtm$beclomethasone-inhalation.html,Inhaled corticosteroids
https:$$www.drugs.com$cons$ran-fentanyl-transdermal-system-50.html,Opioids (narcotic analgesics)
https:$$www.drugs.com$mtm$ala-hist-pe.html,Upper respiratory combinations
https:$$www.drugs.com$mtm$bromaline.html,Upper respiratory combinations
https:$$www.drugs.com$mtm$prednicarbate-topical.html,Topical steroids
https:$$www.drugs.com$pro$gengraf-oral-solution.html,Calcineurin inhibitors
https:$$www.drugs.com$menostar.html,Estrogens
https:$$www.drugs.com$pro$tretinoin-cream.html,Topical acne agents
https:$$www.drugs.com$mtm$pyridoxine.html,Vitamins
https:$$www.drugs.com$mtm$protopam-chloride.html,Antidotes
https:$$www.drugs.com$cons$nucort.html,Topical steroids
https:$$www.drugs.com$mtm$benzepro.html,Topical acne agents
https:$$www.drugs.com$mtm$bendeka.html,Alkylating agents
https:$$www.drugs.com$cons$tenormin-intravenous.html,Cardioselective beta blockers
https:$$www.drugs.com$cons$entero-vu.html,Non-iodinated contrast media
https:$$www.drugs.com$mtm$cortifoam-foam-enema.html,Glucocorticoids
https:$$www.drugs.com$mtm$orazinc-110.html,Minerals and electrolytes
https:$$www.drugs.com$cons$gastrolyte.html,Minerals and electrolytes
https:$$www.drugs.com$cons$zofran-oral-oromucosal.html,5HT3 receptor antagonists
https:$$www.drugs.com$cons$ertaczo-topical.html,Topical antifungals
https:$$www.drugs.com$cons$clorpres.html,Antiadrenergic agents (central) with thiazides
https:$$www.drugs.com$mtm$imipramine.html,Tricyclic antidepressants
https:$$www.drugs.com$cons$vivactil.html,Tricyclic antidepressants
https:$$www.drugs.com$pro$tranexamic-acid-tablet.html,Miscellaneous coagulation modifiers
https:$$www.drugs.com$mtm$triaminic-cough-and-sore-throat-softchews.html,Upper respiratory combinations
https:$$www.drugs.com$pro$panzyga.html,Immune globulins
https:$$www.drugs.com$cons$fanapt-titration-pack.html,Atypical antipsychotics
https:$$www.drugs.com$pro$omnipaque-injection.html,Non-ionic iodinated contrast media
https:$$www.drugs.com$mtm$lemtrada.html,CD52 monoclonal antibodies
https:$$www.drugs.com$pro$diprolene-lotion.html,Topical steroids
https:$$www.drugs.com$mtm$apixaban.html,Factor Xa inhibitors
https:$$www.drugs.com$mtm$minocycline-mucous-membrane-powder.html,Mouth and throat products
https:$$www.drugs.com$pro$loteprednol-eye-drops.html,Ophthalmic steroids
https:$$www.drugs.com$mtm$nicotine-nasal-inhalation.html,Smoking cessation agents
https:$$www.drugs.com$pro$potassium-chloride-injection-concentrate.html,Minerals and electrolytes
https:$$www.drugs.com$pro$lidocaine-and-hydrocortisone-rectal-cream.html,Topical anesthetics
https:$$www.drugs.com$mtm$novolog-mix-70-30-flexpen.html,Insulin
https:$$www.drugs.com$mtm$excedrin-tension-headache-caplet.html,Analgesic combinations
https:$$www.drugs.com$cons$lamictal-cd.html,Triazine anticonvulsants
https:$$www.drugs.com$mtm$fluticasone-umeclidinium-and-vilanterol.html,Bronchodilator combinations
https:$$www.drugs.com$mtm$acidic-vaginal-jelly-vaginal.html,Topical anti-infectives
https:$$www.drugs.com$mtm$loprox.html,Topical antifungals
https:$$www.drugs.com$cons$rybix-odt.html,Opioids (narcotic analgesics)
https:$$www.drugs.com$mtm$nardil.html,Monoamine oxidase inhibitors
https:$$www.drugs.com$mtm$dengvaxia.html,Viral vaccines
https:$$www.drugs.com$mtm$dayquil-cough.html,Antitussives
https:$$www.drugs.com$pro$cleocin-vaginal-cream.html,Vaginal anti-infectives
https:$$www.drugs.com$cipro.html,Quinolones
https:$$www.drugs.com$cons$psoriatec-topical.html,Topical antipsoriatics
https:$$www.drugs.com$cons$lasix-injection.html,Loop diuretics
https:$$www.drugs.com$pro$hylenex-recombinant.html,Miscellaneous uncategorized agents
https:$$www.drugs.com$mtm$black-draught.html,Laxatives
https:$$www.drugs.com$pro$oseltamavir-capsules.html,Neuraminidase inhibitors
https:$$www.drugs.com$pro$sesquient-injection.html,Hydantoin anticonvulsants
https:$$www.drugs.com$mtm$minoxidil-topical.html,Miscellaneous topical agents
https:$$www.drugs.com$pro$bisacodyl.html,Laxatives
https:$$www.drugs.com$pro$donepezil-er-tablets.html,Cholinesterase inhibitors
https:$$www.drugs.com$pro$morphine-sulfate-solution-concentrate.html,Opioids (narcotic analgesics)
https:$$www.drugs.com$cons$blis-to-sol-topical.html,Topical antifungals
https:$$www.drugs.com$pro$isolyte-s.html,Intravenous nutritional products
https:$$www.drugs.com$mtm$menthac-arthritis-cream-with-capsaicin.html,Miscellaneous topical agents
https:$$www.drugs.com$pro$famotidine-injection.html,H2 antagonists
https:$$www.drugs.com$mtm$vincristine.html,Mitotic inhibitors
https:$$www.drugs.com$mtm$adzenys-er.html,CNS stimulants
https:$$www.drugs.com$cons$estalis-sequi.html,Sex hormone combinations
https:$$www.drugs.com$pro$myxredlin-injection.html,Insulin
https:$$www.drugs.com$mtm$systane.html,Ophthalmic lubricants and irrigations
https:$$www.drugs.com$cons$versacloz.html,Atypical antipsychotics
https:$$www.drugs.com$cons$fiorinal-w-codeine.html,Narcotic analgesic combinations
https:$$www.drugs.com$cons$novaplus-hydralazine-hydrochloride.html,Vasodilators
https:$$www.drugs.com$pro$quartette.html,Contraceptives
https:$$www.drugs.com$pro$glostrips.html,Ophthalmic diagnostic agents
https:$$www.drugs.com$mtm$slippery-elm.html,Herbal products
https:$$www.drugs.com$cons$delta-d3-oral.html,Vitamins
https:$$www.drugs.com$cons$chlor-trimeton-nasal-decongestant.html,Decongestants
https:$$www.drugs.com$mtm$uramit-mb.html,Urinary antispasmodics
https:$$www.drugs.com$cons$aleve-arthritis.html,Nonsteroidal anti-inflammatory drugs
https:$$www.drugs.com$aloxi.html,5HT3 receptor antagonists
https:$$www.drugs.com$mtm$hemofil-m-human.html,Miscellaneous coagulation modifiers
https:$$www.drugs.com$cons$bio-cef.html,First generation cephalosporins
https:$$www.drugs.com$pro$clofarabine-injection.html,Antimetabolites
https:$$www.drugs.com$mtm$cortane-b-aqueous-otic.html,Otic steroids with anti-infectives
https:$$www.drugs.com$mtm$ixinity.html,Miscellaneous coagulation modifiers
https:$$www.drugs.com$pro$ramipril-tablets.html,Angiotensin Converting Enzyme Inhibitors
https:$$www.drugs.com$mtm$nystatin-and-triamcinolone-topical.html,Topical steroids with anti-infectives
https:$$www.drugs.com$cons$diabetic-siltussin-das-na.html,Expectorants
https:$$www.drugs.com$pro$physostigmine-injection.html,Antidotes
https:$$www.drugs.com$pro$cromolyn-ophthalmic-solution.html,Ophthalmic antihistamines and decongestants
